graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
42.0,Graph with 9 nodes and 18 edges,"[[0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 1, 1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 1, 1, 1, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 0, 1, 1, 0, 1, 1, 0]]",4.0,2.0,Y,"{0: 12, 1: 18, 2: 6, 3: 10, 4: 16, 5: 4, 6: 8, 7: 20, 8: 14}","{(0, 6): 4, (0, 7): 7, (0, 8): 1, (1, 2): 1, (1, 3): 7, (1, 4): 8, (1, 7): 1, (1, 8): 1, (2, 4): 4, (2, 7): 1, (3, 4): 2, (3, 8): 1, (4, 7): 1, (4, 8): 1, (5, 6): 3, (5, 7): 1, (6, 8): 1, (7, 8): 9}",1348.0000000001269
43.0,Graph with 9 nodes and 14 edges,"[[0, 1, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 1, 1], [0, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 0, 1, 1, 0]]",3.0,4.0,Y,"{0: 11, 1: 19, 2: 23, 3: 35, 4: 7, 5: 15, 6: 31, 7: 3, 8: 27}","{(0, 1): 1, (0, 6): 7, (0, 8): 2, (1, 3): 5, (1, 5): 12, (2, 5): 2, (2, 6): 20, (3, 4): 6, (3, 6): 1, (3, 8): 22, (4, 7): 1, (6, 7): 1, (6, 8): 1, (7, 8): 1}",1367.9999999993697
43.0,Graph with 9 nodes and 14 edges,"[[0, 1, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 1, 1], [0, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 0, 1, 1, 0]]",4.0,1.0,Y,"{0: 11, 1: 12, 2: 8, 3: 10, 4: 9, 5: 7, 6: 6, 7: 5, 8: 4}","{(0, 1): 9, (0, 6): 1, (0, 8): 1, (1, 3): 2, (1, 5): 1, (2, 5): 6, (2, 6): 2, (3, 4): 6, (3, 6): 1, (3, 8): 1, (4, 7): 3, (6, 7): 1, (6, 8): 1, (7, 8): 1}",1300.9999999979982
43.0,Graph with 9 nodes and 14 edges,"[[0, 1, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 1, 1], [0, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 0, 1, 1, 0]]",4.0,3.0,Y,"{0: 25, 1: 28, 2: 16, 3: 22, 4: 19, 5: 13, 6: 10, 7: 7, 8: 4}","{(0, 1): 21, (0, 6): 3, (0, 8): 1, (1, 3): 6, (1, 5): 1, (2, 5): 12, (2, 6): 4, (3, 4): 14, (3, 6): 1, (3, 8): 1, (4, 7): 5, (6, 7): 1, (6, 8): 1, (7, 8): 1}",1311.0000000011723
43.0,Graph with 9 nodes and 14 edges,"[[0, 1, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 1, 1], [0, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 0, 1, 1, 0]]",4.0,4.0,Y,"{0: 16, 1: 20, 2: 32, 3: 8, 4: 24, 5: 36, 6: 12, 7: 28, 8: 4}","{(0, 1): 14, (0, 6): 1, (0, 8): 1, (1, 3): 1, (1, 5): 5, (2, 5): 31, (2, 6): 1, (3, 4): 3, (3, 6): 3, (3, 8): 1, (4, 7): 21, (6, 7): 6, (6, 8): 1, (7, 8): 1}",765.9999999987122
44.0,Graph with 9 nodes and 17 edges,"[[0, 0, 1, 0, 1, 1, 1, 0, 0], [0, 0, 1, 1, 0, 1, 1, 1, 0], [1, 1, 0, 1, 0, 0, 0, 0, 1], [0, 1, 1, 0, 0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0], [1, 1, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0]]",2.0,6.0,Y,"{0: 8, 1: 50, 2: 44, 3: 38, 4: 26, 5: 20, 6: 14, 7: 2, 8: 32}","{(0, 2): 1, (0, 4): 5, (0, 5): 1, (0, 6): 1, (1, 2): 11, (1, 3): 33, (1, 5): 4, (1, 6): 1, (1, 7): 1, (2, 3): 1, (2, 8): 31, (3, 5): 3, (3, 8): 1, (4, 5): 10, (4, 6): 11, (5, 6): 1, (5, 7): 1}",1516.0000000022933
44.0,Graph with 9 nodes and 17 edges,"[[0, 0, 1, 0, 1, 1, 1, 0, 0], [0, 0, 1, 1, 0, 1, 1, 1, 0], [1, 1, 0, 1, 0, 0, 0, 0, 1], [0, 1, 1, 0, 0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0], [1, 1, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0]]",3.0,4.0,Y,"{0: 7, 1: 35, 2: 31, 3: 27, 4: 3, 5: 19, 6: 15, 7: 23, 8: 11}","{(0, 2): 2, (0, 4): 1, (0, 5): 3, (0, 6): 1, (1, 2): 2, (1, 3): 8, (1, 5): 1, (1, 6): 1, (1, 7): 22, (2, 3): 16, (2, 8): 10, (3, 5): 1, (3, 8): 1, (4, 5): 1, (4, 6): 1, (5, 6): 12, (5, 7): 1}",1433.9999999961606
44.0,Graph with 9 nodes and 17 edges,"[[0, 0, 1, 0, 1, 1, 1, 0, 0], [0, 0, 1, 1, 0, 1, 1, 1, 0], [1, 1, 0, 1, 0, 0, 0, 0, 1], [0, 1, 1, 0, 0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1, 0], [1, 1, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0]]",4.0,3.0,Y,"{0: 4, 1: 7, 2: 28, 3: 25, 4: 22, 5: 16, 6: 19, 7: 10, 8: 13}","{(0, 2): 1, (0, 4): 1, (0, 5): 1, (0, 6): 1, (1, 2): 1, (1, 3): 1, (1, 5): 1, (1, 6): 1, (1, 7): 3, (2, 3): 18, (2, 8): 8, (3, 5): 1, (3, 8): 5, (4, 5): 5, (4, 6): 16, (5, 6): 1, (5, 7): 7}",1335.000000004527
45.0,Graph with 9 nodes and 23 edges,"[[0, 0, 0, 1, 0, 1, 0, 0, 1], [0, 0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 1, 1], [1, 1, 1, 0, 1, 1, 1, 0, 1], [0, 1, 1, 1, 0, 0, 1, 1, 1], [1, 0, 0, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 1, 0, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 1, 0]]",3.0,7.0,Y,"{0: 3, 1: 10, 2: 59, 3: 45, 4: 31, 5: 24, 6: 17, 7: 52, 8: 38}","{(0, 3): 1, (0, 5): 1, (0, 8): 1, (1, 3): 1, (1, 4): 7, (1, 6): 1, (1, 7): 1, (2, 3): 14, (2, 4): 1, (2, 7): 29, (2, 8): 14, (3, 4): 20, (3, 5): 1, (3, 6): 1, (3, 8): 6, (4, 6): 1, (4, 7): 1, (4, 8): 1, (5, 6): 1, (5, 7): 20, (5, 8): 1, (6, 8): 13, (7, 8): 1}",1288.0000000023983
45.0,Graph with 9 nodes and 23 edges,"[[0, 0, 0, 1, 0, 1, 0, 0, 1], [0, 0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 1, 1], [1, 1, 1, 0, 1, 1, 1, 0, 1], [0, 1, 1, 1, 0, 0, 1, 1, 1], [1, 0, 0, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 1, 0, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 1, 0]]",4.0,1.0,Y,"{0: 4, 1: 7, 2: 10, 3: 9, 4: 6, 5: 5, 6: 8, 7: 11, 8: 12}","{(0, 3): 2, (0, 5): 1, (0, 8): 1, (1, 3): 1, (1, 4): 1, (1, 6): 3, (1, 7): 2, (2, 3): 2, (2, 4): 1, (2, 7): 4, (2, 8): 3, (3, 4): 1, (3, 5): 1, (3, 6): 1, (3, 8): 1, (4, 6): 1, (4, 7): 1, (4, 8): 1, (5, 6): 1, (5, 7): 1, (5, 8): 1, (6, 8): 2, (7, 8): 3}",711.0000000025707
45.0,Graph with 9 nodes and 23 edges,"[[0, 0, 0, 1, 0, 1, 0, 0, 1], [0, 0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 1, 1], [1, 1, 1, 0, 1, 1, 1, 0, 1], [0, 1, 1, 1, 0, 0, 1, 1, 1], [1, 0, 0, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 1, 0, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 1, 0]]",4.0,7.0,Y,"{0: 11, 1: 18, 2: 4, 3: 46, 4: 39, 5: 32, 6: 25, 7: 53, 8: 60}","{(0, 3): 1, (0, 5): 1, (0, 8): 9, (1, 3): 1, (1, 4): 7, (1, 6): 1, (1, 7): 9, (2, 3): 1, (2, 4): 1, (2, 7): 1, (2, 8): 1, (3, 4): 15, (3, 5): 1, (3, 6): 1, (3, 8): 26, (4, 6): 1, (4, 7): 14, (4, 8): 1, (5, 6): 1, (5, 7): 28, (5, 8): 1, (6, 8): 21, (7, 8): 1}",1751.0000000058312
46.0,Graph with 9 nodes and 21 edges,"[[0, 1, 0, 1, 0, 1, 0, 1, 1], [1, 0, 1, 0, 1, 1, 1, 0, 1], [0, 1, 0, 1, 1, 1, 0, 1, 1], [1, 0, 1, 0, 0, 0, 1, 0, 0], [0, 1, 1, 0, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0, 1, 1, 1], [0, 1, 0, 1, 0, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 0, 0]]",4.0,6.0,Y,"{0: 10, 1: 52, 2: 46, 3: 4, 4: 40, 5: 28, 6: 22, 7: 34, 8: 16}","{(0, 1): 1, (0, 3): 1, (0, 5): 1, (0, 7): 6, (0, 8): 1, (1, 2): 20, (1, 4): 10, (1, 5): 1, (1, 6): 19, (1, 8): 1, (2, 3): 1, (2, 4): 17, (2, 5): 1, (2, 7): 6, (2, 8): 1, (3, 6): 2, (4, 5): 1, (4, 8): 12, (5, 6): 1, (5, 7): 22, (5, 8): 1}",1415.0000000014984
47.0,Graph with 9 nodes and 15 edges,"[[0, 0, 1, 1, 0, 0, 0, 1, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 0, 0, 1, 0, 0], [0, 0, 1, 1, 1, 1, 0, 1, 0], [1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0]]",4.0,2.0,Y,"{0: 8, 1: 10, 2: 20, 3: 14, 4: 12, 5: 6, 6: 16, 7: 18, 8: 4}","{(0, 2): 5, (0, 3): 1, (0, 7): 1, (0, 8): 1, (1, 2): 10, (2, 6): 1, (2, 7): 4, (3, 5): 5, (3, 6): 1, (3, 7): 4, (3, 8): 3, (4, 6): 8, (4, 7): 4, (5, 6): 1, (6, 7): 5}",1384.9999999990814
48.0,Graph with 9 nodes and 19 edges,"[[0, 1, 0, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 1, 1, 0, 1, 1], [0, 1, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0, 1], [1, 1, 0, 1, 0, 0, 1, 0, 1], [0, 1, 1, 1, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 1, 0, 0], [1, 1, 1, 1, 1, 0, 0, 0, 0]]",4.0,7.0,Y,"{0: 4, 1: 11, 2: 60, 3: 53, 4: 46, 5: 32, 6: 39, 7: 18, 8: 25}","{(0, 1): 1, (0, 4): 2, (0, 8): 1, (1, 2): 1, (1, 4): 6, (1, 5): 1, (1, 7): 1, (1, 8): 1, (2, 5): 30, (2, 6): 1, (2, 7): 16, (2, 8): 12, (3, 4): 21, (3, 5): 1, (3, 6): 30, (3, 8): 1, (4, 6): 7, (4, 8): 10, (6, 7): 1}",1378.0000000025439
48.0,Graph with 9 nodes and 19 edges,"[[0, 1, 0, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 1, 1, 0, 1, 1], [0, 1, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0, 1], [1, 1, 0, 1, 0, 0, 1, 0, 1], [0, 1, 1, 1, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 1, 0, 0], [1, 1, 1, 1, 1, 0, 0, 0, 0]]",4.0,8.0,Y,"{0: 4, 1: 12, 2: 68, 3: 60, 4: 52, 5: 36, 6: 44, 7: 20, 8: 28}","{(0, 1): 1, (0, 4): 1, (0, 8): 2, (1, 2): 1, (1, 4): 1, (1, 5): 1, (1, 7): 1, (1, 8): 7, (2, 5): 25, (2, 6): 24, (2, 7): 1, (2, 8): 17, (3, 4): 48, (3, 5): 10, (3, 6): 1, (3, 8): 1, (4, 6): 1, (4, 8): 1, (6, 7): 18}",1384.9999999990814
49.0,Graph with 9 nodes and 18 edges,"[[0, 0, 0, 1, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1, 0, 0, 1], [1, 0, 0, 0, 1, 1, 0, 0, 1], [0, 1, 1, 1, 0, 1, 0, 0, 0], [1, 0, 1, 1, 1, 0, 1, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 1, 1, 0, 1, 1, 0, 0]]",3.0,2.0,Y,"{0: 13, 1: 5, 2: 3, 3: 15, 4: 11, 5: 17, 6: 9, 7: 7, 8: 19}","{(0, 3): 1, (0, 5): 7, (0, 6): 1, (0, 7): 1, (0, 8): 2, (1, 4): 1, (1, 8): 4, (2, 4): 1, (2, 5): 1, (2, 8): 1, (3, 4): 3, (3, 5): 1, (3, 8): 9, (4, 5): 5, (5, 6): 1, (5, 8): 1, (6, 7): 6, (6, 8): 1}",1297.0000000009918
49.0,Graph with 9 nodes and 18 edges,"[[0, 0, 0, 1, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1, 0, 0, 1], [1, 0, 0, 0, 1, 1, 0, 0, 1], [0, 1, 1, 1, 0, 1, 0, 0, 0], [1, 0, 1, 1, 1, 0, 1, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 1, 1, 0, 1, 1, 0, 0]]",4.0,2.0,Y,"{0: 20, 1: 6, 2: 12, 3: 16, 4: 14, 5: 10, 6: 4, 7: 8, 8: 18}","{(0, 3): 6, (0, 5): 2, (0, 6): 1, (0, 7): 7, (0, 8): 4, (1, 4): 1, (1, 8): 5, (2, 4): 6, (2, 5): 3, (2, 8): 3, (3, 4): 6, (3, 5): 1, (3, 8): 3, (4, 5): 1, (5, 6): 1, (5, 8): 2, (6, 7): 1, (6, 8): 1}",765.0000000012369
49.0,Graph with 9 nodes and 18 edges,"[[0, 0, 0, 1, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1, 0, 0, 1], [1, 0, 0, 0, 1, 1, 0, 0, 1], [0, 1, 1, 1, 0, 1, 0, 0, 0], [1, 0, 1, 1, 1, 0, 1, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 1, 1, 0, 1, 1, 0, 0]]",4.0,9.0,Y,"{0: 76, 1: 40, 2: 31, 3: 22, 4: 49, 5: 58, 6: 13, 7: 4, 8: 67}","{(0, 3): 2, (0, 5): 47, (0, 6): 8, (0, 7): 1, (0, 8): 18, (1, 4): 1, (1, 8): 39, (2, 4): 29, (2, 5): 1, (2, 8): 1, (3, 4): 18, (3, 5): 1, (3, 8): 1, (4, 5): 1, (5, 6): 1, (5, 8): 7, (6, 7): 3, (6, 8): 1}",1334.9999999974216
